Summit Throughtput on All Tests,Bandwidth (kB/s)
ext4_audio,119.84
ext4_audio,112.07
ext4_audio,123.69
ext4_audio,119.77
ext4_audio,115.93
ext4_audio,115.91
ext4_audio,119.82
ext4_audio,119.84
ext4_audio,115.97
ext4_audio,115.88
ext4_audio,119.8
ext4_audio,115.99
ext4_audio,119.81
ext4_audio,119.75
ext4_audio,119.69
ext4_audio,112.05
ext4_audio,119.88
ext4_audio,123.55
ext4_audio,111.99
ext4_audio,119.7
ext4_audio,119.46
ext4_audio,119.88
ext4_audio,115.87
ext4_audio,119.8
ext4_audio,116.04
ext4_audio,115.92
ext4_audio,119.31
ext4_audio,119.78
ext4_audio,119.77
ext4_audio,112.06
ext4_audio,119.83
ext4_audio,119.8
ext4_audio,115.94
ext4_audio,119.78
ext4_audio,119.75
ext4_audio,112.06
ext4_audio,119.65
ext4_audio,123.59
ext4_audio,119.71
ext4_audio,112.01
ext4_audio,119.74
ext4_audio,115.9
ext4_audio,119.81
ext4_audio,119.72
ext4_audio,115.94
ext4_audio,119.81
ext4_audio,111.97
ext4_audio,123.64
ext4_audio,119.72
ext4_audio,111.78
ext4_audio,119.78
ext4_audio,119.79
ext4_audio,123.8
ext4_audio,112.15
ext4_audio,119.54
ext4_audio,119.9
ext4_audio,93.73
ext4_audio,116.09
ext4_audio,119.92
ext4_audio,123.75
ext4_audio,115.1
ext4_audio,119.85
ext4_audio,116.03
ext4_audio,119.92
ext4_audio,115.8
ext4_audio,119.85
ext4_audio,119.99
ext4_audio,112.23
ext4_audio,119.49
ext4_audio,123.81
ext4_audio,112.14
ext4_audio,120.01
ext4_audio,119.85
ext4_audio,112.13
ext4_audio,123.79
ext4_audio,119.89
ext4_audio,112.13
ext4_audio,119.8
ext4_audio,119.91
ext4_audio,119.93
ext4_audio,116.01
ext4_audio,116.08
ext4_audio,119.92
ext4_audio,116
ext4_audio,119.93
ext4_audio,119.99
ext4_audio,112.18
ext4_audio,119.97
ext4_audio,119.83
ext4_audio,116.09
ext4_audio,119.88
ext4_audio,119.98
ext4_audio,112.21
ext4_audio,119.9
ext4_audio,123.75
ext4_audio,111.92
ext4_audio,119.87
ext4_audio,119.73
ext4_audio,119.87
ext4_audio,115.96
ext4_audio,119.87
ext4_audio,116.02
ext4_audio,116.15
ext4_audio,123.73
ext4_audio,116.12
ext4_audio,116.03
ext4_audio,116.07
ext4_audio,119.94
ext4_audio,119.91
ext4_audio,116.02
ext4_audio,119.92
ext4_audio,112.13
ext4_audio,119.91
ext4_audio,123.74
ext4_audio,112.15
ext4_audio,119.89
ext4_audio,119.94
ext4_audio,119.58
ext4_audio,116.03
ext4_audio,119.87
ext4_audio,119.81
ext4_audio,112.16
ext4_audio,119.85
ext4_audio,119.87
ext4_audio,115.88
ext4_audio,119.84
ext4_audio,115.99
ext4_audio,116.02
ext4_audio,119.96
ext4_audio,119.92
ext4_audio,119.9
ext4_audio,112.13
ext4_audio,120.02
ext4_audio,127.72
ext4_audio,112.18
ext4_audio,119.94
ext4_audio,119.92
ext4_audio,112.23
ext4_audio,123.72
ext4_audio,119.89
ext4_audio,112.18
ext4_audio,119.1
ext4_audio,119.9
ext4_audio,119.95
ext4_audio,115.98
ext4_audio,119.95
ext4_audio,116.04
ext4_audio,116.07
ext4_audio,119.87
ext4_audio,119.63
ext4_audio,116.16
ext4_audio,116.05
ext4_audio,119.93
ext4_audio,116.06
ext4_audio,119.88
ext4_audio,119.87
ext4_audio,112.13
ext4_audio,119.88
ext4_audio,123.8
ext4_audio,119.88
ext4_audio,111.53
ext4_audio,119.79
ext4_audio,119.87
ext4_audio,116.01
ext4_audio,119.91
ext4_audio,116.06
ext4_audio,116.08
ext4_audio,119.89
ext4_audio,119.96
ext4_audio,119.88
ext4_audio,111.24
ext4_audio,120.01
ext4_audio,119.93
ext4_audio,116.06
ext4_audio,119.91
ext4_audio,119.93
ext4_audio,111.9
ext4_audio,119.91
ext4_audio,123.72
ext4_audio,112.22
ext4_audio,119.8
ext4_audio,119.93
ext4_audio,119.99
ext4_audio,119.88
ext4_audio,119.83
ext4_audio,115.69
ext4_audio,116.02
ext4_audio,119.94
ext4_audio,119.9
ext4_audio,115.97
ext4_audio,116.12
ext4_audio,119.96
ext4_audio,116.06
ext4_audio,119.82
ext4_audio,119.83
ext4_audio,119.86
ext4_audio,111.86
ext4_audio,119.88
ext4_audio,123.3
ext4_audio,112.11
ext4_audio,119.82
ext4_audio,119.5
ext4_audio,119.88
ext4_audio,116.06
ext4_audio,119.89
ext4_audio,116.11
ext4_audio,115.6
ext4_audio,123.78
ext4_audio,119.92
ext4_audio,116.08
ext4_audio,116
ext4_audio,119.89
ext4_audio,116.1
ext4_audio,119.91
ext4_audio,119.65
ext4_audio,112.11
ext4_audio,119.84
ext4_audio,123.77
ext4_audio,119.18
ext4_audio,112.18
ext4_audio,119.94
ext4_audio,119.88
ext4_audio,119.01
ext4_audio,116.03
ext4_audio,119.89
ext4_audio,116.03
ext4_audio,115.99
ext4_audio,119.86
ext4_audio,119.9
ext4_audio,116.05
ext4_audio,116.02
ext4_audio,119.96
ext4_audio,116.02
ext4_audio,119.89
ext4_audio,119.81
ext4_audio,112.14
sealfs_audio,91.74
sealfs_audio,112.24
sealfs_audio,119.91
sealfs_audio,123.82
sealfs_audio,119.8
sealfs_audio,123.67
sealfs_audio,119.85
sealfs_audio,119.84
sealfs_audio,116.13
sealfs_audio,127.54
sealfs_audio,115.92
sealfs_audio,119.94
sealfs_audio,119
sealfs_audio,115.87
sealfs_audio,130.83
sealfs_audio,115.99
sealfs_audio,119.83
sealfs_audio,119.96
sealfs_audio,112.2
sealfs_audio,131.66
sealfs_audio,119.85
sealfs_audio,112.15
sealfs_audio,123.71
sealfs_audio,119.08
sealfs_audio,127.59
sealfs_audio,116.12
sealfs_audio,119.3
sealfs_audio,123.75
sealfs_audio,116.05
sealfs_audio,123.71
sealfs_audio,119.99
sealfs_audio,119.9
sealfs_audio,116.08
sealfs_audio,119.47
sealfs_audio,135.47
sealfs_audio,112.21
sealfs_audio,123
sealfs_audio,118.99
sealfs_audio,123.33
sealfs_audio,127.26
sealfs_audio,112.01
sealfs_audio,123.26
sealfs_audio,115.59
sealfs_audio,118.89
sealfs_audio,127.19
sealfs_audio,115.2
sealfs_audio,118.98
sealfs_audio,123.71
sealfs_audio,112.07
sealfs_audio,131.46
sealfs_audio,118.98
sealfs_audio,119.54
sealfs_audio,116
sealfs_audio,119.95
sealfs_audio,127.65
sealfs_audio,116.06
sealfs_audio,119.88
sealfs_audio,116.08
sealfs_audio,123.77
sealfs_audio,122.7
sealfs_audio,118.92
sealfs_audio,118.91
sealfs_audio,118.91
sealfs_audio,122.81
sealfs_audio,122.61
sealfs_audio,118.95
sealfs_audio,118.88
sealfs_audio,115.91
sealfs_audio,118.52
sealfs_audio,130.79
sealfs_audio,112.09
sealfs_audio,123.91
sealfs_audio,119.56
sealfs_audio,119.22
sealfs_audio,126.57
sealfs_audio,115.12
sealfs_audio,119.13
sealfs_audio,119.21
sealfs_audio,119.26
sealfs_audio,131.35
sealfs_audio,111.52
sealfs_audio,119.87
sealfs_audio,123.7
sealfs_audio,112.12
sealfs_audio,127.6
sealfs_audio,123.6
sealfs_audio,112.05
sealfs_audio,119.82
sealfs_audio,131.36
sealfs_audio,116.05
sealfs_audio,119.77
sealfs_audio,115.77
sealfs_audio,119.77
sealfs_audio,127.63
sealfs_audio,116.08
sealfs_audio,119.47
sealfs_audio,123.67
sealfs_audio,112.12
sealfs_audio,127.64
sealfs_audio,123.87
sealfs_audio,111.57
sealfs_audio,123.2
sealfs_audio,119.35
sealfs_audio,127.15
sealfs_audio,116.07
sealfs_audio,119.89
sealfs_audio,115.99
sealfs_audio,119.84
sealfs_audio,127.54
sealfs_audio,115.96
sealfs_audio,123.74
sealfs_audio,112.25
sealfs_audio,123.35
sealfs_audio,127.01
sealfs_audio,119.55
sealfs_audio,115.44
sealfs_audio,119.92
sealfs_audio,119.87
sealfs_audio,126.99
sealfs_audio,115.52
sealfs_audio,119.37
sealfs_audio,119.39
sealfs_audio,119.39
sealfs_audio,123.18
sealfs_audio,119.31
sealfs_audio,119.91
sealfs_audio,116.02
sealfs_audio,119.86
sealfs_audio,127.69
sealfs_audio,123.72
sealfs_audio,112.17
sealfs_audio,119.92
sealfs_audio,123.57
sealfs_audio,122.92
sealfs_audio,119.32
sealfs_audio,119.37
sealfs_audio,115.98
sealfs_audio,119.87
sealfs_audio,123.75
sealfs_audio,119.9
sealfs_audio,119.84
sealfs_audio,115.92
sealfs_audio,119.93
sealfs_audio,131.36
sealfs_audio,112.15
sealfs_audio,123.72
sealfs_audio,119.8
sealfs_audio,112.26
sealfs_audio,131.51
sealfs_audio,119.95
sealfs_audio,112.09
sealfs_audio,123.72
sealfs_audio,119.91
sealfs_audio,119.9
sealfs_audio,123.77
sealfs_audio,115.82
sealfs_audio,119.83
sealfs_audio,119.87
sealfs_audio,122.89
sealfs_audio,123.74
sealfs_audio,112.12
sealfs_audio,119.89
sealfs_audio,123.71
sealfs_audio,119.86
sealfs_audio,119.84
sealfs_audio,123.78
sealfs_audio,119.93
sealfs_audio,116.07
sealfs_audio,127.53
sealfs_audio,119.73
sealfs_audio,115.89
sealfs_audio,119.9
sealfs_audio,119.86
sealfs_audio,123.73
sealfs_audio,119.87
sealfs_audio,115.9
sealfs_audio,119.91
sealfs_audio,127.63
sealfs_audio,119.74
sealfs_audio,119.92
sealfs_audio,120
sealfs_audio,115.89
sealfs_audio,122.99
sealfs_audio,112.24
sealfs_audio,127.18
sealfs_audio,123.61
sealfs_audio,112
sealfs_audio,119.82
sealfs_audio,123.77
sealfs_audio,119.78
sealfs_audio,123.64
sealfs_audio,119.88
sealfs_audio,118.86
sealfs_audio,115.95
sealfs_audio,127.44
sealfs_audio,119.78
sealfs_audio,119.79
sealfs_audio,115.97
sealfs_audio,116.01
sealfs_audio,131.38
sealfs_audio,116
sealfs_audio,119.88
sealfs_audio,119.79
sealfs_audio,112.13
sealfs_audio,131.46
sealfs_audio,119.99
sealfs_audio,111.97
sealfs_audio,123.74
sealfs_audio,119.35
sealfs_audio,127.42
sealfs_audio,115.26
sealfs_audio,119.81
sealfs_audio,123.74
sealfs_audio,115.91
sealfs_audio,123.62
sealfs_audio,119.76
sealfs_audio,119.2
sealfs_audio,119.8
sealfs_audio,115.86
sealfs_audio,127.57
sealfs_audio,119.72
sealfs_audio,115.92
sealfs_audio,119.89
sealfs_audio,123.71
sealfs_audio,119.68
sealfs_audio,119.84
sealfs_audio,123.73
sealfs_audio,119.17
sealfs_audio,112.05
sealfs_audio,130.41
sealfs_audio,115.94
sealfs_audio,119.79
sealfs_audio,119.94
sealfs_audio,123.71
sealfs_audio,123.61
sealfs_audio,112.02
sealfs_audio,119.89
sealfs_audio,123.09
sealfs_audio,127.49
sealfs_audio,112.05
sealfs_audio,123.64
sealfs_audio,119.9
sealfs_audio,112.07
sealfs_audio,131.39
sealfs_audio,119.94
sealfs_audio,115.9
sealfs_audio,119.83
sealfs_audio,115.93
sealfs_audio,131.45
sealfs_audio,115.94
sealfs_audio,115.91
sealfs_audio,123.75
sealfs_audio,112.11
sealfs_audio,127.54
sealfs_audio,123.68
sealfs_audio,112.09
sealfs_audio,123.66
sealfs_audio,119.84
sealfs_audio,127.65
sealfs_audio,115.86
sealfs_audio,119.2
sealfs_audio,119.71
sealfs_audio,115.98
sealfs_audio,131.27
sealfs_audio,119.82
sealfs_audio,119.85
sealfs_audio,115.85
sealfs_audio,118.91
sealfs_audio,127.52
sealfs_audio,119.9
sealfs_audio,115.98
sealfs_audio,119.85
sealfs_audio,119.87
sealfs_audio,123.68
sealfs_audio,119.95
sealfs_audio,119.96
sealfs_audio,115.87
sealfs_audio,119.81
sealfs_audio,131.47
sealfs_audio,115.97
sealfs_audio,115.46
sealfs_audio,123.07
sealfs_audio,115.4
sealfs_audio,127.05
sealfs_audio,115.47
sealfs_audio,119.78
sealfs_audio,119.71
sealfs_audio,123.12
sealfs_audio,126.96
sealfs_audio,123.26
sealfs_audio,119.2
sealfs_audio,119.22
sealfs_audio,119.28
sealfs_audio,123.1
sealfs_audio,115.4
sealfs_audio,122.7
sealfs_audio,119.36
sealfs_audio,123.15
sealfs_audio,119.23
sealfs_audio,119.37
sealfs_audio,123.12
sealfs_audio,115.47
sealfs_audio,119.15
sealfs_audio,127.04
sealfs_audio,115.68
sealfs_audio,119.49
sealfs_audio,123.74
sealfs_audio,112.07
sealfs_audio,131.4
sealfs_audio,119.76
sealfs_audio,112.14
sealfs_audio,123.73
sealfs_audio,119.82
sealfs_audio,123.61
sealfs_audio,119.23
sealfs_audio,119.33
sealfs_audio,115.55
sealfs_audio,127.56
sealfs_audio,119.88
sealfs_audio,119.92
sealfs_audio,119.75
sealfs_audio,112.09
sealfs_audio,131.37
sealfs_audio,119.81
sealfs_audio,112
sealfs_audio,123.76
sealfs_audio,119.82
sealfs_audio,119.76
sealfs_audio,123.7
sealfs_audio,119.84
sealfs_audio,123.55
sealfs_audio,112.13
sealfs_audio,127.51
sealfs_audio,119.57
sealfs_audio,115.97
sealfs_audio,119.86
sealfs_audio,119.79
sealfs_audio,123.67
sealfs_audio,116.07
sealfs_audio,123.77
sealfs_audio,119.66
sealfs_audio,115.68
sealfs_audio,127.29
sealfs_audio,119.94
sealfs_audio,123.67
sealfs_audio,111.72
sealfs_audio,119.85
sealfs_audio,131.42
sealfs_audio,112.13
sealfs_audio,119.81
sealfs_audio,123.66
sealfs_audio,112.19
sealfs_audio,131.59
sealfs_audio,115.83
sealfs_audio,115.99
sealfs_audio,123.69
sealfs_audio,115.95
sealfs_audio,127.54
sealfs_audio,115.94
sealfs_audio,120.01
sealfs_audio,123.48
sealfs_audio,119.81
sealfs_audio,116
sealfs_audio,119.13
sealfs_audio,123.37
sealfs_audio,127.61
sealfs_audio,119.81
sealfs_audio,123.6
sealfs_audio,111.87
sealfs_audio,123.58
sealfs_audio,127.54
sealfs_audio,119.49
sealfs_audio,115.94
sealfs_audio,119.77
sealfs_audio,119.78
sealfs_audio,123.71
sealfs_audio,119.72
sealfs_audio,115.8
sealfs_audio,123.65
sealfs_audio,115.91
sealfs_audio,127.5
sealfs_audio,119.86
sealfs_audio,112.13
sealfs_audio,123.26
sealfs_audio,118.83
sealfs_audio,126.53
sealfs_audio,122.94
sealfs_audio,114.95
sealfs_audio,118.88
sealfs_audio,114.95
sealfs_audio,130.31
sealfs_audio,122.68
sealfs_audio,118.72
sealfs_audio,117.45
sealfs_audio,118.84
sealfs_audio,126.45
sealfs_audio,118.76
sealfs_audio,115.92
sealfs_audio,119.92
sealfs_audio,123.81
sealfs_audio,126.51
sealfs_audio,115.17
sealfs_audio,119.22
sealfs_audio,119.28
sealfs_audio,115.37
sealfs_audio,130.8
sealfs_audio,119.23
sealfs_audio,111.54
sealfs_audio,123.17
sealfs_audio,119.17
sealfs_audio,131.01
sealfs_audio,111.74
sealfs_audio,119.57
sealfs_audio,123.12
sealfs_audio,123.46
sealfs_audio,115.95
sealfs_audio,119.64
sealfs_audio,119.33
sealfs_audio,119.19
sealfs_audio,123.02
sealfs_audio,119.81
sealfs_audio,123.63
sealfs_audio,119.87
sealfs_audio,112.12
sealfs_audio,131.47
sealfs_audio,119.8
sealfs_audio,112.08
sealfs_audio,123.7
sealfs_audio,116.02
sealfs_audio,123.74
sealfs_audio,123.09
sealfs_audio,115.32
sealfs_audio,123.07
sealfs_audio,119.23
sealfs_audio,126.93
sealfs_audio,115.34
sealfs_audio,118.84
sealfs_audio,119.22
sealfs_audio,119.87
sealfs_audio,130.95
sealfs_audio,119.3
sealfs_audio,119.29
sealfs_audio,119.33
sealfs_audio,123.65
sealfs_audio,119.37
sealfs_audio,119.38
sealfs_audio,123.14
sealfs_audio,112.2
sealfs_audio,119.78
sealfs_audio,131.49
sealfs_audio,116
sealfs_audio,115.92
sealfs_audio,123.67
sealfs_audio,115.71
sealfs_audio,127.56
sealfs_audio,115.97
sealfs_audio,119.33
sealfs_audio,123.12
sealfs_audio,111.63
sealfs_audio,127.56
sealfs_audio,123.74
sealfs_audio,119.46
sealfs_audio,111.61
sealfs_audio,123.71
sealfs_audio,127.52
sealfs_audio,119.18
sealfs_audio,115.41
sealfs_audio,119.74
sealfs_audio,119.74
sealfs_audio,127.45
sealfs_audio,111.51
sealfs_audio,123.17
sealfs_audio,119.74
sealfs_audio,123.58
sealfs_audio,119.69
sealfs_audio,119.79
sealfs_audio,123.56
sealfs_audio,111.97
sealfs_audio,119.69
sealfs_audio,131.36
sealfs_audio,115.88
sealfs_audio,115.83
sealfs_audio,119.67
sealfs_audio,119.79
sealfs_audio,123.24
sealfs_audio,119.33
sealfs_audio,119.73
sealfs_audio,123.59
sealfs_audio,112.03
sealfs_audio,131.49
sealfs_audio,123.33
sealfs_audio,119.76
sealfs_audio,112.03
sealfs_audio,131.27
sealfs_audio,119.72
sealfs_audio,115.87
sealfs_audio,119.76
sealfs_audio,115.94
sealfs_audio,127.45
sealfs_audio,119.76
sealfs_audio,115.87
sealfs_audio,123.67
sealfs_audio,111.54
sealfs_audio,127.08
sealfs_audio,123.08
sealfs_audio,119.24
sealfs_audio,123.12
sealfs_audio,111.53
sealfs_audio,126.95
sealfs_audio,119.71
sealfs_audio,119.73
sealfs_audio,115.99
sealfs_audio,118.82
sealfs_audio,134.75
sealfs_audio,119.18
sealfs_audio,123.38
sealfs_audio,111.9
sealfs_audio,123.68
sealfs_audio,127.59
sealfs_audio,112.04
sealfs_audio,123.49
sealfs_audio,115.63
sealfs_audio,119.67
sealfs_audio,127.47
sealfs_audio,115.99
sealfs_audio,119.69
sealfs_audio,119.84
sealfs_audio,115.85
sealfs_audio,131.32
sealfs_audio,119.7
sealfs_audio,111.91
sealfs_audio,123.65
sealfs_audio,119.72
sealfs_audio,126.88
sealfs_audio,115.34
sealfs_audio,119.32
sealfs_audio,115.39
sealfs_audio,123.73
sealfs_audio,120.04
sealfs_audio,123.73
sealfs_audio,112.13
sealfs_audio,119.94
sealfs_audio,131.46
sealfs_audio,112.11
sealfs_audio,123.69
sealfs_audio,119.87
sealfs_audio,112.07
sealfs_audio,131.48
sealfs_audio,116.02
sealfs_audio,115.97
sealfs_audio,123.69
sealfs_audio,116.06
sealfs_audio,127.47
sealfs_audio,116
sealfs_audio,119.88
sealfs_audio,123.71
sealfs_audio,112.08
sealfs_audio,127.55
sealfs_audio,123.73
sealfs_audio,112.13
sealfs_audio,119.8
sealfs_audio,123.76
sealfs_audio,119.86
sealfs_audio,119.83
sealfs_audio,123.7
sealfs_audio,119.89
sealfs_audio,115.96
sealfs_audio,127.72
sealfs_audio,115.94
sealfs_audio,119.82
sealfs_audio,119.92
sealfs_audio,115.97
sealfs_audio,127.57
sealfs_audio,115.97
sealfs_audio,119.85
sealfs_audio,123.65
sealfs_audio,112.12
sealfs_audio,131.6
sealfs_audio,119.78
sealfs_audio,112.1
sealfs_audio,123.2
sealfs_audio,119.83
sealfs_audio,119.9
sealfs_audio,123.76
sealfs_audio,119.79
sealfs_audio,115.99
sealfs_audio,119.74
sealfs_audio,135.23
sealfs_audio,119.79
sealfs_audio,116.05
sealfs_audio,116.03
sealfs_audio,123.5
sealfs_audio,123.85
sealfs_audio,115.63
sealfs_audio,123.66
sealfs_audio,119.82
sealfs_audio,112.12
sealfs_audio,131.43
sealfs_audio,119.57
sealfs_audio,115.92
sealfs_audio,119.88
sealfs_audio,127.24
sealfs_audio,123.71
sealfs_audio,112
sealfs_audio,119.59
sealfs_audio,119.73
sealfs_audio,123.69
sealfs_audio,119.75
sealfs_audio,119.79
sealfs_audio,116.03
sealfs_audio,119.8
sealfs_audio,127.61
sealfs_audio,119.87
sealfs_audio,115.86
sealfs_audio,119.75
sealfs_audio,119.43
sealfs_audio,123.71
sealfs_audio,119.78
sealfs_audio,119.62
sealfs_audio,123.67
sealfs_audio,112.04
sealfs_audio,131.4
sealfs_audio,115.98
sealfs_audio,115.98
sealfs_audio,123.63
sealfs_audio,116.04
sealfs_audio,123.65
sealfs_audio,119.69
sealfs_audio,119.8
sealfs_audio,119.83
sealfs_audio,115.98
sealfs_audio,127.48
sealfs_audio,123.52
sealfs_audio,112.07
sealfs_audio,119.85
sealfs_audio,123.71
sealfs_audio,119.8
sealfs_audio,119.78
sealfs_audio,123.59
sealfs_audio,119.71
sealfs_audio,112.16
sealfs_audio,131.39
sealfs_audio,115.93
sealfs_audio,119.72
sealfs_audio,119.77
sealfs_audio,115.97
sealfs_audio,131.4
sealfs_audio,112.09
sealfs_audio,119.25
sealfs_audio,123.76
sealfs_audio,112.1
sealfs_audio,127.06
sealfs_audio,123.67
sealfs_audio,119.76
sealfs_audio,115.97
sealfs_audio,119.73
sealfs_audio,127.57
sealfs_audio,115.99
sealfs_audio,119.87
sealfs_audio,115.93
sealfs_audio,119.88
sealfs_audio,127.6
sealfs_audio,116.11
sealfs_audio,123.73
sealfs_audio,112.24
sealfs_audio,123.64
sealfs_audio,127.55
sealfs_audio,112.03
sealfs_audio,123.74
sealfs_audio,119.88
sealfs_audio,112.1
sealfs_audio,131.4
sealfs_audio,119.84
sealfs_audio,112.09
sealfs_audio,123.76
sealfs_audio,119.87
sealfs_audio,131.47
sealfs_audio,112.11
sealfs_audio,119.83
sealfs_audio,119.98
sealfs_audio,116.02
sealfs_audio,127.69
sealfs_audio,119.37
sealfs_audio,115.89
sealfs_audio,115.84
sealfs_audio,123.81
sealfs_audio,127.55
sealfs_audio,115.94
sealfs_audio,119.86
sealfs_audio,119.81
sealfs_audio,115.87
sealfs_audio,127.52
sealfs_audio,119.71
sealfs_audio,115.98
sealfs_audio,119.87
sealfs_audio,127.51
sealfs_audio,119.85
sealfs_audio,116.01
sealfs_audio,123.61
sealfs_audio,115.88
sealfs_audio,123.66
sealfs_audio,119.79
sealfs_audio,119.76
sealfs_audio,115.98
sealfs_audio,119.81
sealfs_audio,127.62
sealfs_audio,119.88
sealfs_audio,115.16
sealfs_audio,119.84
sealfs_audio,123.71
sealfs_audio,134.89
sealfs_audio,112.04
sealfs_audio,123.6
sealfs_audio,119.85
sealfs_audio,112.1
sealfs_audio,131.43
sealfs_audio,115.69
sealfs_audio,119.99
sealfs_audio,119.74
sealfs_audio,131.63
sealfs_audio,114.98
sealfs_audio,117.98
sealfs_audio,118.76
sealfs_audio,115.1
sealfs_audio,130.49
sealfs_audio,118.78
sealfs_audio,118.76
sealfs_audio,118.81
sealfs_audio,115.98
sealfs_audio,127.54
sealfs_audio,119.8
sealfs_audio,119.29
sealfs_audio,115.41
sealfs_audio,119.03
sealfs_audio,126.49
sealfs_audio,122.75
sealfs_audio,118.83
sealfs_audio,114.98
sealfs_audio,119.58
sealfs_audio,127.16
sealfs_audio,116.08
sealfs_audio,119.82
sealfs_audio,116
sealfs_audio,122.9
sealfs_audio,126.9
sealfs_audio,118.97
sealfs_audio,115.54
sealfs_audio,119.93
sealfs_audio,118.65
sealfs_audio,126.36
sealfs_audio,118.73
sealfs_audio,118.77
sealfs_audio,122.6
sealfs_audio,111.14
sealfs_audio,130.24
sealfs_audio,118.82
sealfs_audio,118.84
sealfs_audio,118.84
sealfs_audio,126.37
sealfs_audio,118.84
sealfs_audio,116.01
sealfs_audio,119.8
sealfs_audio,123.66
sealfs_audio,119.77
sealfs_audio,119.51
sealfs_audio,123.67
sealfs_audio,115.99
sealfs_audio,115.3
sealfs_audio,130.95
sealfs_audio,115.97
sealfs_audio,119.83
sealfs_audio,115.95
sealfs_audio,119.13
sealfs_audio,130.67
sealfs_audio,118.81
sealfs_audio,112.04
sealfs_audio,123.66
sealfs_audio,119.08
sealfs_audio,127.52
sealfs_audio,118.95
sealfs_audio,114.99
sealfs_audio,115.39
sealfs_audio,123.12
sealfs_audio,126.9
sealfs_audio,123.03
sealfs_audio,111.57
sealfs_audio,119.24
sealfs_audio,122.94
sealfs_audio,123.4
sealfs_audio,115.68
sealfs_audio,123.65
sealfs_audio,115.69
sealfs_audio,119.77
sealfs_audio,123.65
sealfs_audio,119.84
sealfs_audio,123.17
sealfs_audio,119.86
sealfs_audio,111.41
sealfs_audio,131.33
sealfs_audio,119.83
sealfs_audio,112.07
sealfs_audio,123.68
sealfs_audio,118.84
sealfs_audio,123
sealfs_audio,122.58
sealfs_audio,115.95
sealfs_audio,119.54
sealfs_audio,119.76
sealfs_audio,127.57
sealfs_audio,115.9
sealfs_audio,119.78
sealfs_audio,119.85
sealfs_audio,115.97
sealfs_audio,127.5
sealfs_audio,119.78
sealfs_audio,115.98
sealfs_audio,119.77
sealfs_audio,123.66
sealfs_audio,123.69
sealfs_audio,115.97
sealfs_audio,119.76
sealfs_audio,119.42
sealfs_audio,117.91
sealfs_audio,123.72
sealfs_audio,119.79
sealfs_audio,119.75
sealfs_audio,123.7
sealfs_audio,111.68
sealfs_audio,131.35
sealfs_audio,119.67
sealfs_audio,115.77
sealfs_audio,119.73
sealfs_audio,127.4
sealfs_audio,115.81
sealfs_audio,119.72
sealfs_audio,115.56
sealfs_audio,123.61
sealfs_audio,135.18
sealfs_audio,112.11
sealfs_audio,123.57
sealfs_audio,119.68
sealfs_audio,119.86
sealfs_audio,122.59
sealfs_audio,119.54
sealfs_audio,118.81
sealfs_audio,118.8
sealfs_audio,118.73
sealfs_audio,123.26
sealfs_audio,119.74
sealfs_audio,119.71
sealfs_audio,123.63
sealfs_audio,111.78
sealfs_audio,126.93
sealfs_audio,123.15
sealfs_audio,115.82
sealfs_audio,115.44
sealfs_audio,123.61
sealfs_audio,123.05
sealfs_audio,123.11
sealfs_audio,119.24
sealfs_audio,111.66
sealfs_audio,123.12
sealfs_audio,126.92
sealfs_audio,119.68
sealfs_audio,115.79
sealfs_audio,119.7
sealfs_audio,119.73
sealfs_audio,127.48
sealfs_audio,115.82
sealfs_audio,119.75
sealfs_audio,119.13
sealfs_audio,119.23
sealfs_audio,123.33
sealfs_audio,119.21
sealfs_audio,119.28
sealfs_audio,123.23
sealfs_audio,115.54
sealfs_audio,123.3
sealfs_audio,123.63
sealfs_audio,115.68
sealfs_audio,119.6
sealfs_audio,115.91
sealfs_audio,127.43
sealfs_audio,123.6
sealfs_audio,111.85
sealfs_audio,119.72
sealfs_audio,123.29
sealfs_audio,134.9
sealfs_audio,111.97
sealfs_audio,123.04
sealfs_audio,119.19
sealfs_audio,119.24
sealfs_audio,126.9
sealfs_audio,115.36
sealfs_audio,119.33
sealfs_audio,119.23
ext4_navigation,7.67
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,15.44
ext4_navigation,7.72
ext4_navigation,11.5
ext4_navigation,7.65
ext4_navigation,15.36
ext4_navigation,7.69
ext4_navigation,15.38
ext4_navigation,7.69
ext4_navigation,15.37
ext4_navigation,15.4
ext4_navigation,7.69
ext4_navigation,7.69
ext4_navigation,15.38
ext4_navigation,15.43
ext4_navigation,7.72
ext4_navigation,15.32
ext4_navigation,7.66
ext4_navigation,15.43
ext4_navigation,7.65
ext4_navigation,11.57
ext4_navigation,7.72
ext4_navigation,15.43
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,19.31
ext4_navigation,7.69
ext4_navigation,7.73
ext4_navigation,15.44
ext4_navigation,15.37
ext4_navigation,7.68
ext4_navigation,15.38
ext4_navigation,7.72
ext4_navigation,15.45
ext4_navigation,7.71
ext4_navigation,15.41
ext4_navigation,7.68
ext4_navigation,11.58
ext4_navigation,7.7
ext4_navigation,15.37
ext4_navigation,7.71
ext4_navigation,15.44
ext4_navigation,15.31
ext4_navigation,7.65
ext4_navigation,7.65
ext4_navigation,15.32
ext4_navigation,15.34
ext4_navigation,7.68
ext4_navigation,15.3
ext4_navigation,7.66
