TiAGo Throughtput on All Tests,Bandwidth (kB/s)
ext4_navigation,7.52
ext4_navigation,11.23
ext4_navigation,7.53
ext4_navigation,7.52
ext4_navigation,7.37
ext4_navigation,7.5
ext4_navigation,7.51
ext4_navigation,7.5
ext4_navigation,7.54
ext4_navigation,7.52
ext4_navigation,7.47
ext4_navigation,7.51
ext4_navigation,11.27
ext4_navigation,7.53
ext4_navigation,7.53
ext4_navigation,7.55
ext4_navigation,7.52
ext4_navigation,7.52
ext4_navigation,11.27
ext4_navigation,7.51
ext4_navigation,7.54
ext4_navigation,7.51
ext4_navigation,7.51
ext4_navigation,7.51
ext4_navigation,11.32
ext4_navigation,7.52
ext4_navigation,7.49
ext4_navigation,7.52
ext4_navigation,7.52
ext4_navigation,7.53
ext4_navigation,7.51
ext4_navigation,11.28
ext4_navigation,7.5
ext4_navigation,3.78
ext4_navigation,7.51
ext4_navigation,7.43
ext4_navigation,7.53
ext4_navigation,7.52
ext4_navigation,7.53
ext4_navigation,7.54
ext4_navigation,7.53
ext4_navigation,7.53
ext4_navigation,11.31
ext4_navigation,7.47
ext4_navigation,7.54
ext4_navigation,7.53
ext4_navigation,7.55
ext4_navigation,7.55
ext4_navigation,7.5
ext4_navigation,7.45
ext4_navigation,7.47
ext4_navigation,7.42
ext4_navigation,7.52
ext4_navigation,7.51
ext4_navigation,7.5
ext4_navigation,11.23
ext4_navigation,7.53
ext4_navigation,7.55
ext4_navigation,7.48
ext4_navigation,7.49
ext4_navigation,7.48
ext4_navigation,7.54
ext4_navigation,7.35
ext4_navigation,7.51
ext4_navigation,7.54
ext4_navigation,7.5
ext4_navigation,7.52
ext4_navigation,11.33
ext4_navigation,7.54
ext4_navigation,7.52
ext4_navigation,7.5
ext4_navigation,3.75
ext4_navigation,7.55
ext4_navigation,7.54
ext4_navigation,7.47
ext4_navigation,7.53
ext4_navigation,7.51
ext4_navigation,7.53
ext4_navigation,3.69
ext4_navigation,7.42
ext4_navigation,7.51
ext4_navigation,7.55
ext4_navigation,7.48
ext4_navigation,11.18
ext4_navigation,7.52
ext4_navigation,7.53
ext4_navigation,7.53
ext4_navigation,7.55
ext4_navigation,7.55
ext4_navigation,7.49
ext4_navigation,7.54
ext4_navigation,7.48
ext4_navigation,7.5
ext4_navigation,7.54
ext4_navigation,7.52
ext4_navigation,7.51
ext4_navigation,11.26
ext4_navigation,7.52
ext4_navigation,7.54
ext4_navigation,7.5
ext4_navigation,11.21
ext4_navigation,7.53
ext4_navigation,7.52
ext4_navigation,7.51
ext4_navigation,7.52
ext4_navigation,11.17
ext4_navigation,7.53
ext4_navigation,7.52
ext4_navigation,7.55
ext4_navigation,7.39
ext4_navigation,7.51
ext4_navigation,7.53
ext4_navigation,7.52
ext4_navigation,7.52
ext4_navigation,11.22
ext4_navigation,3.77
ext4_navigation,7.53
ext4_navigation,7.5
ext4_navigation,7.38
ext4_navigation,11.29
ext4_navigation,7.51
ext4_navigation,7.45
ext4_navigation,7.49
ext4_navigation,7.51
ext4_navigation,7.53
ext4_navigation,11.28
ext4_navigation,7.53
ext4_navigation,7.49
ext4_navigation,7.49
ext4_navigation,7.49
ext4_navigation,7.42
ext4_navigation,7.52
ext4_navigation,7.5
ext4_navigation,7.45
ext4_navigation,7.52
ext4_navigation,7.5
ext4_navigation,7.4
ext4_navigation,7.51
ext4_navigation,11.29
ext4_navigation,7.5
ext4_navigation,7.51
ext4_navigation,7.52
ext4_navigation,7.45
ext4_navigation,7.54
ext4_navigation,7.59
ext4_navigation,7.51
ext4_navigation,7.53
ext4_navigation,7.49
ext4_navigation,7.51
ext4_navigation,7.43
ext4_navigation,7.52
ext4_navigation,7.54
ext4_navigation,7.5
ext4_navigation,7.5
ext4_navigation,7.5
ext4_navigation,7.54
ext4_navigation,11.15
ext4_navigation,7.54
ext4_navigation,7.5
ext4_navigation,7.54
ext4_navigation,7.52
ext4_navigation,7.52
ext4_navigation,7.54
ext4_navigation,7.54
ext4_navigation,7.5
ext4_navigation,7.53
ext4_navigation,7.54
ext4_navigation,7.42
ext4_navigation,7.54
ext4_navigation,11.28
ext4_navigation,7.51
ext4_navigation,7.45
ext4_navigation,7.45
ext4_navigation,7.5
ext4_navigation,7.5
ext4_navigation,3.76
ext4_navigation,11.31
ext4_navigation,7.54
ext4_navigation,7.49
ext4_navigation,7.51
ext4_navigation,7.47
ext4_navigation,7.53
ext4_navigation,7.53
ext4_navigation,7.53
ext4_navigation,7.54
ext4_navigation,7.53
ext4_navigation,7.41
ext4_navigation,11.31
ext4_navigation,7.54
ext4_navigation,7.49
ext4_navigation,7.47
ext4_navigation,7.52
ext4_navigation,7.49
ext4_navigation,7.54
ext4_navigation,7.54
ext4_navigation,11.26
ext4_navigation,7.53
ext4_navigation,7.47
ext4_navigation,7.52
ext4_navigation,11.08
ext4_navigation,7.55
ext4_navigation,3.69
ext4_navigation,7.51
ext4_navigation,7.46
ext4_navigation,7.44
ext4_navigation,11.09
ext4_navigation,7.51
ext4_navigation,7.41
ext4_navigation,7.52
ext4_navigation,7.53
ext4_navigation,7.51
ext4_navigation,11.27
ext4_navigation,7.53
ext4_navigation,7.57
ext4_navigation,7.58
sealfs_navigation,7.56
sealfs_navigation,7.54
sealfs_navigation,7.5
sealfs_navigation,7.54
sealfs_navigation,7.53
sealfs_navigation,7.39
sealfs_navigation,15.09
sealfs_navigation,7.5
sealfs_navigation,7.55
sealfs_navigation,7.53
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.5
sealfs_navigation,7.54
sealfs_navigation,7.53
sealfs_navigation,7.52
sealfs_navigation,7.5
sealfs_navigation,7.52
sealfs_navigation,7.52
sealfs_navigation,7.52
sealfs_navigation,15.06
sealfs_navigation,7.53
sealfs_navigation,3.73
sealfs_navigation,7.48
sealfs_navigation,7.53
sealfs_navigation,7.52
sealfs_navigation,7.52
sealfs_navigation,7.5
sealfs_navigation,7.39
sealfs_navigation,15.06
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.52
sealfs_navigation,7.51
sealfs_navigation,7.52
sealfs_navigation,7.51
sealfs_navigation,14.77
sealfs_navigation,7.54
sealfs_navigation,7.52
sealfs_navigation,14.97
sealfs_navigation,7.52
sealfs_navigation,7.45
sealfs_navigation,7.52
sealfs_navigation,7.52
sealfs_navigation,7.55
sealfs_navigation,7.53
sealfs_navigation,7.53
sealfs_navigation,7.53
sealfs_navigation,11.28
sealfs_navigation,7.53
sealfs_navigation,7.52
sealfs_navigation,7.52
sealfs_navigation,15.04
sealfs_navigation,7.43
sealfs_navigation,7.53
sealfs_navigation,3.76
sealfs_navigation,7.42
sealfs_navigation,7.53
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.51
sealfs_navigation,7.52
sealfs_navigation,7.54
sealfs_navigation,7.51
sealfs_navigation,14.96
sealfs_navigation,7.54
sealfs_navigation,7.4
sealfs_navigation,7.52
sealfs_navigation,7.3
sealfs_navigation,15.05
sealfs_navigation,7.55
sealfs_navigation,7.54
sealfs_navigation,7.54
sealfs_navigation,7.58
sealfs_navigation,7.59
sealfs_navigation,7.51
sealfs_navigation,7.49
sealfs_navigation,7.51
sealfs_navigation,7.44
sealfs_navigation,7.54
sealfs_navigation,7.52
sealfs_navigation,11.29
sealfs_navigation,3.74
sealfs_navigation,7.51
sealfs_navigation,15.01
sealfs_navigation,7.51
sealfs_navigation,7.53
sealfs_navigation,7.49
sealfs_navigation,7.44
sealfs_navigation,15.07
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.43
sealfs_navigation,7.37
sealfs_navigation,7.49
sealfs_navigation,7.5
sealfs_navigation,7.52
sealfs_navigation,7.51
sealfs_navigation,7.52
sealfs_navigation,15.04
sealfs_navigation,7.54
sealfs_navigation,7.5
sealfs_navigation,7.43
sealfs_navigation,7.51
sealfs_navigation,7.35
sealfs_navigation,7.47
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.49
sealfs_navigation,7.52
sealfs_navigation,7.53
sealfs_navigation,7.52
sealfs_navigation,14.99
sealfs_navigation,7.53
sealfs_navigation,7.39
sealfs_navigation,7.53
sealfs_navigation,3.77
sealfs_navigation,7.52
sealfs_navigation,15.05
sealfs_navigation,7.51
sealfs_navigation,7.53
sealfs_navigation,7.49
sealfs_navigation,7.42
sealfs_navigation,7.55
sealfs_navigation,14.87
sealfs_navigation,7.44
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.51
sealfs_navigation,7.54
sealfs_navigation,7.52
sealfs_navigation,7.53
sealfs_navigation,7.52
sealfs_navigation,7.51
sealfs_navigation,7.54
sealfs_navigation,7.49
sealfs_navigation,7.52
sealfs_navigation,14.97
sealfs_navigation,11.27
sealfs_navigation,7.5
sealfs_navigation,7.54
sealfs_navigation,7.45
sealfs_navigation,3.76
sealfs_navigation,7.53
sealfs_navigation,7.52
sealfs_navigation,7.56
sealfs_navigation,7.59
sealfs_navigation,7.52
sealfs_navigation,7.47
sealfs_navigation,14.87
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.56
sealfs_navigation,7.52
sealfs_navigation,7.54
sealfs_navigation,7.52
sealfs_navigation,7.5
sealfs_navigation,7.39
sealfs_navigation,7.52
sealfs_navigation,7.5
sealfs_navigation,7.48
sealfs_navigation,7.47
sealfs_navigation,15.08
sealfs_navigation,7.53
sealfs_navigation,7.44
sealfs_navigation,7.53
sealfs_navigation,7.54
sealfs_navigation,3.75
sealfs_navigation,7.54
sealfs_navigation,7.51
sealfs_navigation,7.53
sealfs_navigation,7.52
sealfs_navigation,7.54
sealfs_navigation,7.49
sealfs_navigation,7.5
sealfs_navigation,15.05
sealfs_navigation,7.51
sealfs_navigation,7.52
sealfs_navigation,7.52
sealfs_navigation,7.52
sealfs_navigation,7.46
sealfs_navigation,14.62
sealfs_navigation,7.53
sealfs_navigation,7.5
sealfs_navigation,11.27
sealfs_navigation,7.5
sealfs_navigation,7.46
sealfs_navigation,7.54
sealfs_navigation,7.54
sealfs_navigation,7.51
sealfs_navigation,7.5
sealfs_navigation,7.52
sealfs_navigation,7.55
sealfs_navigation,15.07
sealfs_navigation,7.53
sealfs_navigation,7.5
sealfs_navigation,7.48
sealfs_navigation,7.54
sealfs_navigation,7.51
sealfs_navigation,3.76
sealfs_navigation,7.5
sealfs_navigation,7.51
sealfs_navigation,7.52
sealfs_navigation,7.51
sealfs_navigation,7.51
sealfs_navigation,7.55
sealfs_navigation,15.02
sealfs_navigation,7.55
sealfs_navigation,7.52
sealfs_navigation,7.5
sealfs_navigation,7.36
sealfs_navigation,7.54
sealfs_navigation,7.47
sealfs_navigation,7.53
sealfs_navigation,7.44
sealfs_navigation,7.53
sealfs_navigation,7.5
sealfs_navigation,7.34
sealfs_navigation,7.47
sealfs_navigation,7.52
sealfs_navigation,7.53
sealfs_navigation,7.5
sealfs_navigation,7.42
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.5
sealfs_navigation,7.53
sealfs_navigation,15.05
sealfs_navigation,7.54
sealfs_navigation,15.02
sealfs_navigation,7.51
sealfs_navigation,7.47
sealfs_navigation,7.34
sealfs_navigation,7.52
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.49
sealfs_navigation,15
sealfs_navigation,7.52
sealfs_navigation,7.45
sealfs_navigation,15.04
sealfs_navigation,7.46
sealfs_navigation,7.53
sealfs_navigation,7.53
sealfs_navigation,7.42
sealfs_navigation,11.11
sealfs_navigation,7.55
sealfs_navigation,7.54
sealfs_navigation,7.49
sealfs_navigation,7.42
sealfs_navigation,7.53
sealfs_navigation,7.52
sealfs_navigation,7.49
sealfs_navigation,7.52
sealfs_navigation,14.99
sealfs_navigation,7.54
sealfs_navigation,7.52
sealfs_navigation,7.42
sealfs_navigation,7.54
sealfs_navigation,7.52
sealfs_navigation,15.02
sealfs_navigation,7.53
sealfs_navigation,7.5
sealfs_navigation,7.53
sealfs_navigation,7.55
sealfs_navigation,7.52
sealfs_navigation,7.49
sealfs_navigation,7.51
sealfs_navigation,7.51
sealfs_navigation,11.07
sealfs_navigation,7.42
sealfs_navigation,7.52
sealfs_navigation,3.76
sealfs_navigation,14.69
sealfs_navigation,7.47
sealfs_navigation,7.47
sealfs_navigation,7.54
sealfs_navigation,7.44
sealfs_navigation,7.51
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.52
sealfs_navigation,15.03
sealfs_navigation,7.54
sealfs_navigation,7.54
sealfs_navigation,7.53
sealfs_navigation,7.57
sealfs_navigation,7.5
sealfs_navigation,7.5
sealfs_navigation,15.05
sealfs_navigation,7.54
sealfs_navigation,7.41
sealfs_navigation,7.43
sealfs_navigation,7.55
sealfs_navigation,7.53
sealfs_navigation,15.03
sealfs_navigation,7.52
sealfs_navigation,7.49
sealfs_navigation,7.51
sealfs_navigation,7.39
sealfs_navigation,7.55
sealfs_navigation,15.08
sealfs_navigation,7.53
sealfs_navigation,7.52
sealfs_navigation,7.45
sealfs_navigation,7.51
sealfs_navigation,11.3
sealfs_navigation,7.53
sealfs_navigation,7.49
sealfs_navigation,15.07
sealfs_navigation,7.54
sealfs_navigation,7.52
sealfs_navigation,7.29
sealfs_navigation,7.52
sealfs_navigation,15.05
sealfs_navigation,7.54
sealfs_navigation,7.49
sealfs_navigation,7.35
sealfs_navigation,7.5
sealfs_navigation,3.76
sealfs_navigation,7.53
sealfs_navigation,7.55
sealfs_navigation,7.54
sealfs_navigation,7.55
sealfs_navigation,7.5
sealfs_navigation,7.52
sealfs_navigation,7.53
sealfs_navigation,14.8
sealfs_navigation,7.53
sealfs_navigation,7.55
sealfs_navigation,7.52
sealfs_navigation,7.54
sealfs_navigation,7.53
sealfs_navigation,7.39
sealfs_navigation,7.55
sealfs_navigation,7.5
sealfs_navigation,7.55
sealfs_navigation,7.49
sealfs_navigation,7.5
sealfs_navigation,7.43
sealfs_navigation,7.52
sealfs_navigation,15.06
sealfs_navigation,7.42
sealfs_navigation,7.54
sealfs_navigation,7.53
sealfs_navigation,7.51
sealfs_navigation,7.53
sealfs_navigation,7.49
sealfs_navigation,7.54
sealfs_navigation,3.77
sealfs_navigation,7.52
sealfs_navigation,7.5
sealfs_navigation,7.53
sealfs_navigation,7.54
sealfs_navigation,15.15
sealfs_navigation,15.15
sealfs_navigation,7.32
sealfs_navigation,7.58
sealfs_navigation,7.58
